Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,DE_Admin_Region,LGA_Name,DE_Admin_AREA,Prep Total,Year 1 Total,Year 2 Total,Year 3 Total,Year 4 Total,Year 5 Total,Year 6 Total,Primary Ungraded Total,Primary Total,Year 7 Total,Year 8 Total,Year 9 Total,Year 10 Total,Year 11 Total,Year 12 Total,Secondary Ungraded Total,Secondary Total,Grand Total,Year,CENSUS_TYPE
Government,1,4,Avoca Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Pyrenees (S),Central Highlands,13.0,13.0,16.0,16.0,11.0,14.0,20.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,2024,F
Government,1,8,Avenel Primary School,Primary,O,NORTH-EASTERN VICTORIA,Strathbogie (S),Goulburn,17.0,24.0,21.0,16.0,14.0,16.0,22.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,2024,F
Government,1,12,Warrandyte Primary School,Primary,O,NORTH-EASTERN VICTORIA,Manningham (C),Inner Eastern Melbourne,38.0,27.0,25.0,33.0,24.0,20.0,35.0,0.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,2024,F
Government,1,26,Belmont Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Greater Geelong (C),Barwon,37.0,47.0,29.0,44.0,53.0,40.0,43.0,0.0,293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,2024,F
Government,1,28,Bacchus Marsh Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Moorabool (S),Central Highlands,110.0,96.0,106.0,99.0,129.0,113.0,136.0,0.0,789.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.0,2024,F
Government,1,33,Ballarat Primary School (Dana Street),Primary,O,SOUTH-WESTERN VICTORIA,Ballarat (C),Central Highlands,25.0,31.0,39.0,33.0,50.0,32.0,38.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,2024,F
Government,1,37,Wodonga Primary School,Primary,O,NORTH-EASTERN VICTORIA,Wodonga (C),Ovens Murray,125.0,125.0,115.0,127.0,114.0,136.0,131.0,0.0,873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,873.0,2024,F
Government,1,40,Berwick Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Casey (C),Southern Melbourne,120.0,120.0,132.0,148.0,175.0,110.0,139.0,0.0,944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,944.0,2024,F
Government,1,60,Beaufort Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Pyrenees (S),Central Highlands,17.0,14.0,17.0,21.0,22.0,27.0,23.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,2024,F
Government,1,84,Cheltenham Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Bayside (C),Bayside Peninsula,49.0,61.0,52.0,62.0,57.0,62.0,58.0,0.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.0,2024,F
Government,1,105,Cudgee Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Moyne (S),Wimmera South West,5.0,2.0,2.0,4.0,1.0,7.0,5.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2024,F
Government,1,113,Newport Lakes Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Hobsons Bay (C),Western Melbourne,94.0,94.0,86.0,73.0,67.0,75.0,59.0,0.0,548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548.0,2024,F
Government,1,116,Cavendish Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Southern Grampians (S),Wimmera South West,2.0,9.0,6.0,5.0,0.0,9.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2024,F
Government,1,117,Colac Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Colac-Otway (S),Barwon,29.0,24.0,23.0,29.0,25.0,29.0,24.0,0.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,2024,F
Government,1,119,Castlemaine Primary School,Primary,O,NORTH-WESTERN VICTORIA,Mount Alexander (S),Loddon Campaspe,25.0,19.0,41.0,21.0,23.0,33.0,17.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,2024,F
Government,1,120,Campbells Creek Primary School,Primary,O,NORTH-WESTERN VICTORIA,Mount Alexander (S),Loddon Campaspe,31.0,21.6,31.0,17.0,22.0,24.0,26.0,0.0,172.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.6,2024,F
Government,1,122,Creswick Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Hepburn (S),Central Highlands,19.0,19.0,22.0,26.0,29.0,21.0,20.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,2024,F
Government,1,123,California Gully Primary School,Primary,O,NORTH-WESTERN VICTORIA,Greater Bendigo (C),Loddon Campaspe,31.0,24.0,23.0,25.0,24.0,24.0,21.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,2024,F
Government,1,128,St Andrews Primary School,Primary,O,NORTH-WESTERN VICTORIA,Nillumbik (S),North Eastern Melbourne,1.0,5.0,4.0,7.0,4.0,7.0,3.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2024,F
Government,1,182,Warrnambool West Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Warrnambool (C),Wimmera South West,20.0,16.0,18.0,17.0,24.0,23.0,18.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,2024,F
Government,1,184,Dromana Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Mornington Peninsula (S),Bayside Peninsula,84.0,72.0,69.0,64.0,65.0,64.0,83.0,0.0,501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,2024,F
Government,1,197,Doncaster Primary School,Primary,O,NORTH-EASTERN VICTORIA,Manningham (C),Inner Eastern Melbourne,66.0,72.0,73.0,86.0,90.0,77.0,79.0,0.0,543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543.0,2024,F
Government,1,208,Echuca Primary School,Primary,O,NORTH-WESTERN VICTORIA,Campaspe (S),Loddon Campaspe,69.0,93.0,59.0,63.0,76.0,75.0,80.0,0.0,515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.0,2024,F
Government,1,209,Eltham Primary School,Primary,O,NORTH-WESTERN VICTORIA,Nillumbik (S),North Eastern Melbourne,40.0,34.0,37.0,40.0,39.0,50.0,44.0,0.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.0,2024,F
Government,1,210,Eaglehawk Primary School,Primary,O,NORTH-WESTERN VICTORIA,Greater Bendigo (C),Loddon Campaspe,21.0,25.0,20.0,17.6,25.0,26.0,29.0,0.0,163.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.6,2024,F
Government,1,220,Elphinstone Primary School,Primary,O,NORTH-WESTERN VICTORIA,Mount Alexander (S),Loddon Campaspe,1.0,4.0,2.0,5.0,6.0,5.0,4.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2024,F
Government,1,244,Hallam Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Casey (C),Southern Melbourne,55.0,61.0,54.0,59.0,52.0,44.0,47.0,0.0,372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.0,2024,F
Government,1,250,Flemington Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Moonee Valley (C),Western Melbourne,46.0,58.0,55.0,54.0,58.0,35.0,55.0,0.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,2024,F
Government,1,253,Footscray Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Maribyrnong (C),Western Melbourne,64.0,49.0,35.0,48.0,36.6,61.0,49.0,0.0,342.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.6,2024,F
Government,1,262,Gisborne Primary School,Primary,O,NORTH-WESTERN VICTORIA,Macedon Ranges (S),Loddon Campaspe,52.0,61.0,62.0,90.0,89.0,66.0,76.0,0.0,496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.0,2024,F
Government,1,267,Sandringham Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Bayside (C),Bayside Peninsula,80.0,89.0,89.0,68.0,81.0,67.0,48.0,0.0,522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0,2024,F
Government,1,275,Wandiligong Primary School,Primary,O,NORTH-EASTERN VICTORIA,Alpine (S),Ovens Murray,3.0,4.0,5.0,8.0,8.0,2.0,2.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2024,F
Government,1,283,Grovedale Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Greater Geelong (C),Barwon,58.0,40.0,50.0,34.0,38.0,45.0,51.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,2024,F
Government,1,293,Hawthorn West Primary School,Primary,O,NORTH-EASTERN VICTORIA,Boroondara (C),Inner Eastern Melbourne,77.0,62.0,70.0,77.0,62.0,65.0,62.0,0.0,475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.0,2024,F
Government,1,294,Heidelberg Primary School,Primary,O,NORTH-WESTERN VICTORIA,Banyule (C),North Eastern Melbourne,58.0,79.0,82.0,78.0,78.0,91.0,78.0,0.0,544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544.0,2024,F
Government,1,295,Hamilton (Gray Street) Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Southern Grampians (S),Wimmera South West,43.0,50.0,43.0,37.0,38.0,33.0,33.0,0.0,277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.0,2024,F
Government,1,300,Heathcote Primary School,Primary,O,NORTH-WESTERN VICTORIA,Greater Bendigo (C),Loddon Campaspe,20.0,18.0,23.0,22.0,20.0,23.0,15.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,2024,F
Government,1,304,Highton Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Greater Geelong (C),Barwon,48.0,55.0,58.0,44.0,54.0,55.0,36.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,2024,F
Government,1,306,Huntly Primary School,Primary,O,NORTH-WESTERN VICTORIA,Greater Bendigo (C),Loddon Campaspe,54.0,55.0,43.0,49.4,45.0,36.4,25.4,0.0,308.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.2,2024,F
Government,1,319,Bellbrae Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Surf Coast (S),Barwon,94.0,71.0,58.0,80.0,57.0,61.0,57.0,0.0,478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.0,2024,F
Government,1,327,Chiltern Primary School,Primary,O,NORTH-EASTERN VICTORIA,Indigo (S),Ovens Murray,12.0,11.0,7.0,8.0,11.0,5.0,7.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,2024,F
Government,1,343,Kyneton Primary School,Primary,O,NORTH-WESTERN VICTORIA,Macedon Ranges (S),Loddon Campaspe,43.0,44.0,39.0,56.0,47.0,49.0,57.0,0.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,2024,F
Government,1,366,Romsey Primary School,Primary,O,NORTH-WESTERN VICTORIA,Macedon Ranges (S),Loddon Campaspe,34.0,47.0,58.0,51.0,49.0,44.0,50.0,0.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.0,2024,F
Government,1,379,Shelford Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Golden Plains (S),Central Highlands,4.0,1.0,3.0,2.0,1.0,2.0,3.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2024,F
Government,1,385,Lockwood South Primary School,Primary,O,NORTH-WESTERN VICTORIA,Greater Bendigo (C),Loddon Campaspe,4.0,3.0,8.0,2.0,6.0,5.0,8.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,2024,F
Government,1,400,Marong Primary School,Primary,O,NORTH-WESTERN VICTORIA,Greater Bendigo (C),Loddon Campaspe,31.0,41.0,25.0,40.0,37.0,26.0,31.0,0.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,2024,F
Government,1,415,Mount Macedon Primary School,Primary,O,NORTH-WESTERN VICTORIA,Macedon Ranges (S),Loddon Campaspe,21.0,17.0,16.0,23.0,22.0,20.0,7.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,2024,F
Government,1,427,Mount Clear Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Ballarat (C),Central Highlands,28.0,26.0,36.0,33.0,40.0,37.0,44.0,0.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,2024,F
Government,1,430,Melton Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Melton (C),Brimbank Melton,69.0,71.0,71.0,77.0,67.0,88.0,90.0,0.0,533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.0,2024,F
Government,1,450,Fitzroy Primary School,Primary,O,NORTH-WESTERN VICTORIA,Yarra (C),North Eastern Melbourne,48.0,46.4,33.0,27.4,34.0,17.0,19.0,0.0,224.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.8,2024,F
Government,1,452,Newstead Primary School,Primary,O,NORTH-WESTERN VICTORIA,Mount Alexander (S),Loddon Campaspe,9.0,10.0,12.0,12.0,3.0,18.0,9.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,2024,F
Government,1,453,Newlyn Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Hepburn (S),Central Highlands,1.0,8.0,3.0,7.0,4.0,6.0,3.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2024,F
Government,1,454,Burwood East Primary School,Primary,O,NORTH-EASTERN VICTORIA,Whitehorse (C),Inner Eastern Melbourne,64.0,70.0,93.0,89.0,102.0,90.0,93.0,0.0,601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.0,2024,F
Government,1,467,New Gisborne Primary School,Primary,O,NORTH-WESTERN VICTORIA,Macedon Ranges (S),Loddon Campaspe,73.0,42.0,77.0,60.0,82.0,69.0,77.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,2024,F
Government,1,482,Beeac Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Colac-Otway (S),Barwon,4.0,1.0,4.0,6.0,2.0,5.0,8.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2024,F
Government,1,483,Essendon Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Moonee Valley (C),Western Melbourne,33.0,73.0,58.0,65.0,73.0,59.0,68.0,0.0,429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,2024,F
Government,1,484,Coburg Primary School,Primary,O,NORTH-WESTERN VICTORIA,Merri-bek (C),Hume Merri-bek,53.0,48.0,57.0,39.0,46.0,54.0,48.4,0.0,345.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.4,2024,F
Government,1,486,Penshurst Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Southern Grampians (S),Wimmera South West,2.0,1.0,3.0,3.0,5.0,2.0,3.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2024,F
Government,1,487,Myrniong Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Moorabool (S),Central Highlands,18.0,23.0,25.0,27.0,24.0,27.0,21.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,2024,F
Government,1,488,Mernda Primary School,Primary,O,NORTH-WESTERN VICTORIA,Whittlesea (C),North Eastern Melbourne,126.0,110.0,146.0,134.0,124.0,146.0,120.0,0.0,906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,906.0,2024,F
Government,1,489,Portland Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Glenelg (S),Wimmera South West,38.0,24.0,31.0,40.0,35.0,33.0,38.0,0.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,2024,F
Government,1,502,Stawell Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Northern Grampians (S),Wimmera South West,27.2,37.0,41.0,34.0,37.0,34.0,47.0,0.0,257.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.2,2024,F
Government,1,522,Rutherglen Primary School,Primary,O,NORTH-EASTERN VICTORIA,Indigo (S),Ovens Murray,28.0,21.0,20.0,26.0,26.0,23.0,33.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,2024,F
Government,1,528,Riddells Creek Primary School,Primary,O,NORTH-WESTERN VICTORIA,Macedon Ranges (S),Loddon Campaspe,42.0,39.0,40.0,43.0,38.0,30.0,45.0,0.0,277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.0,2024,F
Government,1,531,Rokewood Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Golden Plains (S),Central Highlands,7.0,12.0,5.0,6.0,5.0,7.0,5.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,2024,F
Government,1,541,Geelong East Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Greater Geelong (C),Barwon,21.0,23.0,25.0,18.0,17.0,24.0,33.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,2024,F
Government,1,545,Sale Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Wellington (S),Outer Gippsland,54.0,66.0,82.0,53.0,66.0,71.0,75.0,0.0,467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.0,2024,F
Government,1,582,Skipton Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Corangamite (S),Wimmera South West,10.0,7.0,7.0,13.0,8.0,10.0,9.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,2024,F
Government,1,583,South Yarra Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Melbourne (C),Bayside Peninsula,59.0,69.0,89.0,64.0,66.0,43.0,68.0,0.0,458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.0,2024,F
Government,1,596,Stratford Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Wellington (S),Outer Gippsland,17.0,10.0,14.0,11.0,15.0,12.0,12.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,2024,F
Government,1,614,Taradale Primary School,Primary,O,NORTH-WESTERN VICTORIA,Mount Alexander (S),Loddon Campaspe,10.0,10.0,8.0,12.0,10.0,14.0,10.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,2024,F
Government,1,618,Koroit And District Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Moyne (S),Wimmera South West,28.0,25.0,31.0,33.0,16.0,26.0,25.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,2024,F
Government,1,621,Tylden Primary School,Primary,O,NORTH-WESTERN VICTORIA,Macedon Ranges (S),Loddon Campaspe,14.0,11.0,21.0,15.0,19.0,15.0,16.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,2024,F
Government,1,631,Thomastown Primary School,Primary,O,NORTH-WESTERN VICTORIA,Whittlesea (C),North Eastern Melbourne,20.0,20.0,34.0,22.0,21.0,24.0,27.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,2024,F
Government,1,643,Wangaratta Primary School,Primary,O,NORTH-EASTERN VICTORIA,Wangaratta (RC),Ovens Murray,20.0,20.0,19.0,19.0,21.0,17.0,21.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,2024,F
Government,1,644,Wahgunyah Primary School,Primary,O,NORTH-EASTERN VICTORIA,Indigo (S),Ovens Murray,8.0,15.0,11.0,13.0,15.0,15.0,13.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,2024,F
Government,1,647,Woodend Primary School,Primary,O,NORTH-WESTERN VICTORIA,Macedon Ranges (S),Loddon Campaspe,50.0,47.0,62.0,69.0,63.0,36.0,64.0,0.0,391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.0,2024,F
Government,1,648,Woodford Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Warrnambool (C),Wimmera South West,22.0,16.0,21.0,25.0,23.0,21.0,31.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,2024,F
Government,1,649,Werribee Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Wyndham (C),Western Melbourne,57.0,67.0,72.0,77.0,77.0,86.0,102.0,0.0,538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538.0,2024,F
Government,1,652,Winters Flat Primary School,Primary,O,NORTH-WESTERN VICTORIA,Mount Alexander (S),Loddon Campaspe,21.0,21.3,8.0,12.0,10.0,14.0,21.0,0.0,107.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.3,2024,F
Government,1,653,Wooragee Primary School,Primary,O,NORTH-EASTERN VICTORIA,Indigo (S),Ovens Murray,16.0,11.0,11.0,11.0,8.0,8.0,8.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,2024,F
Government,1,664,Wallan Primary School,Primary,O,NORTH-EASTERN VICTORIA,Mitchell (S),Goulburn,113.0,122.0,91.0,115.0,105.0,96.0,100.0,0.0,742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742.0,2024,F
Government,1,688,Woolsthorpe Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Moyne (S),Wimmera South West,18.0,8.0,16.0,16.0,7.0,16.0,12.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,2024,F
Government,1,691,Yandoit Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Hepburn (S),Central Highlands,4.0,0.0,1.4,3.6,4.2,3.0,0.0,0.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,2024,F
Government,1,693,Yarram Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Wellington (S),Outer Gippsland,14.0,16.0,21.0,27.0,13.0,29.0,22.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,2024,F
Government,1,695,Pleasant Street Primary School (Ballarat),Primary,O,SOUTH-WESTERN VICTORIA,Ballarat (C),Central Highlands,45.0,59.0,50.0,52.0,48.0,48.0,45.0,0.0,347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347.0,2024,F
Government,1,699,Yea Primary School,Primary,O,NORTH-EASTERN VICTORIA,Murrindindi (S),Goulburn,22.0,15.0,17.0,9.0,25.0,14.0,26.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,2024,F
Government,1,707,Lancefield Primary School,Primary,O,NORTH-WESTERN VICTORIA,Macedon Ranges (S),Loddon Campaspe,27.0,29.0,34.0,31.0,20.0,20.0,31.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,2024,F
Government,1,716,Coimadai Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Moorabool (S),Central Highlands,12.0,18.0,13.0,9.0,11.0,7.0,2.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,2024,F
Government,1,723,Birregurra Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Colac-Otway (S),Barwon,16.0,21.0,22.0,13.0,19.0,13.0,9.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,2024,F
Government,1,734,Clayton North Primary School,Primary,O,NORTH-EASTERN VICTORIA,Monash (C),Inner Eastern Melbourne,36.0,37.0,39.0,27.0,35.0,23.0,24.0,0.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0,2024,F
Government,1,737,Milawa Primary School,Primary,O,NORTH-EASTERN VICTORIA,Wangaratta (RC),Ovens Murray,8.0,10.0,7.0,13.0,9.0,5.0,7.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,2024,F
Government,1,744,Lockwood Primary School,Primary,O,NORTH-WESTERN VICTORIA,Greater Bendigo (C),Loddon Campaspe,12.0,13.0,12.0,13.0,19.0,16.0,20.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,2024,F
Government,1,749,Bealiba Primary School,Primary,O,NORTH-WESTERN VICTORIA,Central Goldfields (S),Loddon Campaspe,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2024,F
Government,1,754,Bairnsdale Primary School,Primary,O,SOUTH-EASTERN VICTORIA,East Gippsland (S),Outer Gippsland,52.0,34.6,36.0,25.0,32.0,33.0,32.0,0.0,244.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.6,2024,F
Government,1,755,Gordon Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Moorabool (S),Central Highlands,23.0,15.0,16.0,22.0,21.0,17.0,19.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,2024,F
Government,1,767,Hepburn Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Hepburn (S),Central Highlands,0.0,3.0,3.0,13.0,7.0,7.0,6.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,2024,F
Government,1,769,Lara Lake Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Greater Geelong (C),Barwon,133.0,115.0,97.0,96.0,118.0,150.0,94.0,0.0,803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,803.0,2024,F
Government,1,770,Rosedale Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Wellington (S),Outer Gippsland,21.0,18.0,10.0,11.0,10.0,13.6,13.0,0.0,96.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.6,2024,F
Government,1,776,Bright P-12 College,Pri/Sec,O,NORTH-EASTERN VICTORIA,Alpine (S),Ovens Murray,24.0,27.0,25.0,32.0,26.0,42.0,42.0,0.0,218.0,35.0,41.0,52.0,43.9,59.1,33.5,0.0,264.5,482.5,2024,F
Government,1,795,Rochester Primary School,Primary,O,NORTH-WESTERN VICTORIA,Campaspe (S),Loddon Campaspe,12.0,21.0,24.0,22.4,32.0,22.0,23.4,0.0,156.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.8,2024,F
